caller_id,callee_id,source_ip,destination_ip,call_start_time,call_duration_seconds,call_type,call_status,protocol,call_quality,is_blacklisted,number_of_previous_calls,caller_location,callee_location
-7987654277,-5551234566,203.0.113.28,198.51.100.225,22:40:20,554,inbound,completed,SIP,3.2,FALSE,34,UK,USA
-9123456698,-412345617,203.0.113.110,198.51.100.122,22:43:14,220,inbound,completed,H.323,4.3,FALSE,19,India,Australia
-7712345634,-5551112221,203.0.113.131,198.51.100.192,22:44:33,453,inbound,completed,SIP,3.5,FALSE,35,UK,USA
-423456728,-9988776564,203.0.113.164,198.51.100.88,22:47:24,431,outbound,completed,SIP,4.1,FALSE,70,Australia,India
-13987654235,-5553334443,203.0.113.142,198.51.100.211,22:49:43,549,outbound,failed,SIP,1.5,FALSE,100,China,USA
-7744112142,-13812345592,203.0.113.145,198.51.100.235,22:52:36,377,inbound,completed,SIP,4.3,FALSE,24,India,China
-5554445554,-13987654235,203.0.113.93,198.51.100.88,22:53:29,35,inbound,completed,SIP,3.7,FALSE,36,USA,China
-7712345634,-13987654235,203.0.113.165,198.51.100.84,22:55:45,244,outbound,completed,SIP,3.4,FALSE,36,UK,China
-5553334443,-7896541186,203.0.113.157,198.51.100.207,22:58:34,242,inbound,dropped,SIP,2.5,TRUE,43,USA,UK
-7744112142,-423456728,203.0.113.181,198.51.100.5,23:01:10,393,inbound,completed,SIP,3.6,FALSE,25,India,Australia
-423456728,-13987654235,203.0.113.110,198.51.100.77,23:01:50,600,outbound,completed,SIP,4.3,FALSE,72,Australia,China
-5551234566,-13987654235,203.0.113.196,198.51.100.172,23:04:02,514,inbound,failed,SIP,1.4,TRUE,48,USA,China
-412345617,-9876543119,203.0.113.145,198.51.100.139,23:05:07,57,outbound,completed,SIP,3.6,FALSE,73,Australia,India
-412345617,-7896541186,203.0.113.124,198.51.100.229,23:08:07,299,outbound,completed,H.323,4.4,FALSE,74,Australia,UK
-13812345592,-9765432018,203.0.113.143,198.51.100.237,23:09:11,293,inbound,completed,SIP,4.4,FALSE,91,China,India
-423456728,-13812345592,203.0.113.153,198.51.100.194,23:12:05,141,outbound,completed,SIP,4.9,FALSE,73,Australia,China
-8123456698,-13987654235,203.0.113.29,198.51.100.183,23:12:54,102,outbound,dropped,SIP,2,FALSE,23,India,China
-5559876542,-13987654235,203.0.113.141,198.51.100.80,23:14:27,16,inbound,completed,SIP,3,FALSE,24,USA,China
-13812345592,-7744112142,203.0.113.135,198.51.100.86,23:15:16,473,inbound,completed,SIP,3,FALSE,93,China,India
-9876543119,-412345617,203.0.113.11,198.51.100.241,23:16:55,289,inbound,dropped,SIP,1.3,TRUE,50,India,Australia
-5553334443,-7712345634,203.0.113.81,198.51.100.194,23:19:34,166,inbound,failed,SIP,1.7,TRUE,44,USA,UK
-13812345592,-7654321054,203.0.113.244,198.51.100.215,23:21:09,569,outbound,completed,SIP,3.8,FALSE,94,China,UK
-8123456698,-9988776564,203.0.113.27,198.51.100.168,23:24:07,173,inbound,completed,H.323,3,FALSE,24,India,India
-9876543119,-7987654277,203.0.113.100,198.51.100.22,23:25:04,481,inbound,dropped,SIP,1.4,TRUE,51,India,UK
-412345617,-13812345592,203.0.113.45,198.51.100.176,23:25:45,521,inbound,completed,SIP,3.5,FALSE,76,Australia,China
-13812345592,-5553334443,203.0.113.243,198.51.100.110,23:28:21,446,inbound,completed,SIP,3.7,FALSE,96,China,USA
-5553334443,-5554445554,203.0.113.37,198.51.100.110,23:30:50,365,outbound,dropped,H.323,2.4,TRUE,46,USA,USA
-423456728,-9765432018,203.0.113.41,198.51.100.230,23:31:52,548,inbound,completed,SIP,4.2,FALSE,74,Australia,India
-5551234566,-412345617,203.0.113.51,198.51.100.179,23:32:56,395,outbound,completed,SIP,4.3,TRUE,49,USA,Australia
-9765432018,-5556667776,203.0.113.134,198.51.100.110,23:35:50,270,inbound,completed,SIP,4.7,FALSE,23,India,USA
-8899552120,-9012345587,203.0.113.244,198.51.100.238,23:38:34,112,outbound,completed,H.323,4.9,FALSE,23,India,India
-423456728,-7896541186,203.0.113.220,198.51.100.116,23:40:26,188,inbound,completed,H.323,3.4,FALSE,75,Australia,UK
-5556667776,-9988776564,203.0.113.24,198.51.100.204,23:43:08,344,outbound,completed,SIP,3.6,FALSE,26,USA,India
-412345617,-7744112142,203.0.113.111,198.51.100.241,23:44:28,285,outbound,completed,SIP,4.9,FALSE,78,Australia,India
-423456728,-7654321054,203.0.113.40,198.51.100.44,23:45:17,160,outbound,completed,IAX2,4.6,FALSE,76,Australia,UK
-13812345592,-13987654235,203.0.113.135,198.51.100.29,23:46:40,541,outbound,completed,SIP,4.6,FALSE,97,China,China
-13987654235,-423456728,203.0.113.250,198.51.100.65,23:47:32,47,outbound,completed,SIP,3.7,FALSE,108,China,Australia
-7654321054,-412345617,203.0.113.66,198.51.100.167,23:48:27,269,outbound,completed,SIP,3.2,FALSE,43,UK,Australia
-13987654235,-5553334443,203.0.113.208,198.51.100.248,23:49:59,249,inbound,completed,SIP,4,FALSE,109,China,USA
-13812345592,-423456728,203.0.113.181,198.51.100.153,23:51:15,438,inbound,completed,SIP,3.4,FALSE,98,China,Australia
-7712345634,-423456728,203.0.113.88,198.51.100.139,23:52:59,556,inbound,dropped,SIP,2.4,FALSE,38,UK,Australia
-5553334443,-8899552120,203.0.113.92,198.51.100.120,23:55:57,446,inbound,completed,SIP,3.4,TRUE,48,USA,India
-5559876542,-13987654235,203.0.113.76,198.51.100.66,23:56:43,193,inbound,completed,SIP,3.1,FALSE,25,USA,China
-423456728,-7987654277,203.0.113.240,198.51.100.226,23:58:32,517,outbound,completed,SIP,3.3,FALSE,80,Australia,UK
-13812345592,-423456728,203.0.113.115,198.51.100.135,23:59:10,312,outbound,completed,SIP,4.8,FALSE,99,China,Australia
-9876543119,-7654321054,203.0.113.50,198.51.100.130,00:02:07,82,inbound,completed,IAX2,3.2,TRUE,52,India,UK
-7712345634,-7654321054,203.0.113.232,198.51.100.96,00:04:50,428,inbound,completed,SIP,4.4,FALSE,39,UK,UK
-5554445554,-423456728,203.0.113.25,198.51.100.26,00:05:32,112,inbound,completed,SIP,4.7,FALSE,38,USA,Australia
-13812345592,-423456728,203.0.113.83,198.51.100.182,00:07:35,58,outbound,completed,SIP,3.6,FALSE,100,China,Australia
-412345617,-13812345592,203.0.113.132,198.51.100.180,00:10:28,513,inbound,completed,SIP,4.9,FALSE,80,Australia,China
-9876543119,-5553334443,203.0.113.35,198.51.100.234,00:11:02,71,inbound,failed,H.323,2.5,TRUE,53,India,USA
-5559876542,-412345617,203.0.113.100,198.51.100.171,00:13:38,416,inbound,completed,SIP,3.9,FALSE,26,USA,Australia
-7896541186,-423456728,203.0.113.71,198.51.100.118,00:16:01,431,inbound,completed,H.323,4.1,FALSE,39,UK,Australia
-412345617,-423456728,203.0.113.24,198.51.100.55,00:18:59,369,outbound,completed,SIP,3.8,FALSE,82,Australia,Australia
-5559876542,-5554445554,203.0.113.6,198.51.100.150,00:20:11,271,inbound,completed,SIP,3.5,FALSE,27,USA,USA
-8123456698,-5554445554,203.0.113.58,198.51.100.240,00:23:00,204,outbound,completed,SIP,4.6,FALSE,25,India,USA
-13987654235,-412345617,203.0.113.109,198.51.100.96,00:26:00,510,inbound,completed,IAX2,3.1,FALSE,111,China,Australia
-9876543119,-7896541186,203.0.113.95,198.51.100.71,00:28:44,86,inbound,dropped,SIP,1.1,TRUE,54,India,UK
-412345617,-7744112142,203.0.113.32,198.51.100.167,00:29:49,491,inbound,completed,H.323,4,FALSE,84,Australia,India
-5556667776,-423456728,203.0.113.130,198.51.100.165,00:32:20,19,inbound,completed,SIP,3.1,FALSE,27,USA,Australia
-7987654277,-423456728,203.0.113.4,198.51.100.124,00:32:55,198,outbound,completed,SIP,3.2,FALSE,37,UK,Australia
-7744112142,-5556667776,203.0.113.17,198.51.100.94,00:33:34,546,outbound,completed,SIP,3.5,FALSE,29,India,USA
-13812345592,-5553334443,203.0.113.63,198.51.100.137,00:34:05,65,outbound,completed,SIP,3.7,FALSE,102,China,USA
-9876543119,-5553334443,203.0.113.48,198.51.100.45,00:36:27,168,outbound,dropped,SIP,2.4,TRUE,55,India,USA
-9765432018,-13987654235,203.0.113.158,198.51.100.243,00:38:34,550,inbound,completed,H.323,3.6,FALSE,24,India,China
-9876543119,-5554445554,203.0.113.197,198.51.100.172,00:41:30,227,outbound,dropped,SIP,1.3,TRUE,56,India,USA
-5551234566,-7654321054,203.0.113.145,198.51.100.54,00:43:44,218,outbound,failed,SIP,2.5,TRUE,50,USA,UK
-423456728,-9123456698,203.0.113.161,198.51.100.118,00:46:18,168,inbound,completed,SIP,3.9,FALSE,88,Australia,India
-13812345592,-7654321054,203.0.113.106,198.51.100.20,00:48:30,193,inbound,completed,H.323,3,FALSE,103,China,UK
-5553334443,-13987654235,203.0.113.247,198.51.100.14,00:50:34,369,outbound,dropped,IAX2,1.3,TRUE,52,USA,China
-13987654235,-13812345592,203.0.113.178,198.51.100.179,00:52:42,376,outbound,completed,SIP,4.9,FALSE,114,China,China
-5553334443,-7896541186,203.0.113.67,198.51.100.226,00:55:04,412,outbound,failed,SIP,1.3,TRUE,53,USA,UK
-7654321054,-7987654277,203.0.113.228,198.51.100.60,00:56:02,139,outbound,completed,SIP,4.9,FALSE,48,UK,UK
-7654321054,-13987654235,203.0.113.68,198.51.100.182,00:57:14,454,outbound,completed,SIP,3.2,FALSE,49,UK,China
-9765432018,-7744112142,203.0.113.27,198.51.100.58,00:58:56,463,inbound,completed,SIP,4.6,FALSE,25,India,India
-5551234566,-7654321054,203.0.113.124,198.51.100.16,01:01:29,262,inbound,completed,SIP,4,TRUE,51,USA,UK
-13987654235,-423456728,203.0.113.17,198.51.100.199,01:02:30,120,outbound,completed,IAX2,3.2,FALSE,116,China,Australia
-5551234566,-7987654277,203.0.113.149,198.51.100.183,01:04:09,160,outbound,dropped,IAX2,1.7,TRUE,52,USA,UK
-5553334443,-13812345592,203.0.113.43,198.51.100.127,01:05:50,271,outbound,dropped,SIP,2.3,TRUE,54,USA,China
-9012345587,-423456728,203.0.113.135,198.51.100.64,01:08:29,384,outbound,completed,SIP,4.9,FALSE,14,India,Australia
-9988776564,-412345617,203.0.113.117,198.51.100.2,01:10:56,139,inbound,dropped,SIP,1.3,FALSE,27,India,Australia
-9765432018,-13987654235,203.0.113.236,198.51.100.196,01:11:29,501,inbound,completed,H.323,4.4,FALSE,26,India,China
-7712345634,-423456728,203.0.113.113,198.51.100.81,01:13:34,222,inbound,failed,SIP,2.4,FALSE,40,UK,Australia
-9876543119,-13987654235,203.0.113.12,198.51.100.18,01:14:44,140,inbound,dropped,SIP,1.2,TRUE,57,India,China
-7654321054,-13987654235,203.0.113.203,198.51.100.70,01:17:10,401,outbound,completed,SIP,3.2,FALSE,51,UK,China
-13812345592,-13987654235,203.0.113.64,198.51.100.199,01:18:26,407,inbound,completed,SIP,4,FALSE,106,China,China
-8899552120,-13987654235,203.0.113.15,198.51.100.251,01:20:03,94,outbound,dropped,H.323,1.5,FALSE,25,India,China
-13812345592,-5551112221,203.0.113.184,198.51.100.99,01:22:08,424,inbound,completed,SIP,3.3,FALSE,107,China,USA
-5551112221,-13987654235,203.0.113.245,198.51.100.241,01:22:41,73,inbound,dropped,IAX2,1.6,FALSE,34,USA,China
-5553334443,-9012345587,203.0.113.15,198.51.100.68,01:24:04,456,inbound,completed,SIP,3.4,TRUE,55,USA,India
-8899552120,-13987654235,203.0.113.228,198.51.100.216,01:25:49,201,inbound,dropped,H.323,2.3,FALSE,26,India,China
-5559876542,-5551112221,203.0.113.50,198.51.100.195,01:26:35,108,outbound,completed,SIP,3.5,FALSE,28,USA,USA
-7744112142,-13812345592,203.0.113.236,198.51.100.127,01:28:56,193,inbound,completed,SIP,3.6,FALSE,31,India,China
-5559876542,-9123456698,203.0.113.63,198.51.100.97,01:29:48,573,inbound,completed,SIP,4.2,FALSE,29,USA,India
-7987654277,-7896541186,203.0.113.146,198.51.100.168,01:31:26,385,inbound,completed,SIP,4.1,FALSE,40,UK,UK
-7987654277,-423456728,203.0.113.149,198.51.100.16,01:32:01,249,outbound,dropped,SIP,2.5,FALSE,41,UK,Australia
-5553334443,-9988776564,203.0.113.106,198.51.100.161,01:32:31,520,outbound,dropped,SIP,1.6,TRUE,56,USA,India
-13812345592,-412345617,203.0.113.19,198.51.100.90,01:35:28,107,inbound,completed,SIP,4.1,FALSE,109,China,Australia
-13987654235,-423456728,203.0.113.61,198.51.100.42,01:36:14,26,outbound,completed,SIP,4.5,FALSE,124,China,Australia
-13987654235,-5554445554,203.0.113.196,198.51.100.247,01:38:48,526,inbound,completed,IAX2,3.7,FALSE,125,China,USA
-13812345592,-5551112221,203.0.113.79,198.51.100.180,01:39:29,407,outbound,completed,SIP,4.6,FALSE,110,China,USA
-5551112221,-5554445554,203.0.113.1,198.51.100.41,01:41:56,211,outbound,completed,SIP,4,FALSE,37,USA,USA
-5553334443,-5551112221,203.0.113.93,198.51.100.238,01:42:27,173,outbound,dropped,H.323,1.9,TRUE,57,USA,USA
-5551234566,-13812345592,203.0.113.228,198.51.100.153,01:44:13,407,outbound,dropped,SIP,2.2,TRUE,53,USA,China
-412345617,-7987654277,203.0.113.88,198.51.100.254,01:46:31,448,inbound,completed,SIP,4.5,FALSE,87,Australia,UK
-7896541186,-13812345592,203.0.113.4,198.51.100.195,01:47:58,143,inbound,completed,SIP,4.9,FALSE,43,UK,China
-5551112221,-5553334443,203.0.113.182,198.51.100.186,01:49:38,329,outbound,completed,SIP,4,FALSE,39,USA,USA
-13987654235,-423456728,203.0.113.38,198.51.100.162,01:51:10,450,outbound,completed,SIP,4.9,FALSE,126,China,Australia
-5553334443,-5559876542,203.0.113.125,198.51.100.125,01:52:05,463,outbound,failed,SIP,1.8,TRUE,59,USA,USA
-13987654235,-5554445554,203.0.113.39,198.51.100.165,01:54:53,420,outbound,completed,SIP,4.8,FALSE,127,China,USA
-13812345592,-9123456698,203.0.113.98,198.51.100.194,01:57:47,319,inbound,completed,SIP,4.5,FALSE,113,China,India
-5554445554,-5551234566,203.0.113.50,198.51.100.227,02:00:43,270,inbound,completed,SIP,3.6,FALSE,45,USA,USA
-5551112221,-7712345634,203.0.113.6,198.51.100.126,02:03:07,428,inbound,completed,SIP,4.6,FALSE,40,USA,UK
-5553334443,-9123456698,203.0.113.109,198.51.100.244,02:04:05,567,outbound,dropped,SIP,2.2,TRUE,60,USA,India
-9988776564,-9876543119,203.0.113.192,198.51.100.100,02:05:22,18,outbound,completed,IAX2,4,FALSE,29,India,India
-9123456698,-9876543119,203.0.113.187,198.51.100.161,02:06:35,22,outbound,completed,SIP,3.4,FALSE,24,India,India
-412345617,-13987654235,203.0.113.111,198.51.100.235,02:07:20,432,outbound,completed,IAX2,4.8,FALSE,88,Australia,China
-8123456698,-9765432018,203.0.113.64,198.51.100.14,02:07:59,337,inbound,completed,H.323,3.5,FALSE,26,India,India
-5559876542,-9988776564,203.0.113.117,198.51.100.229,02:09:37,294,outbound,completed,H.323,4.5,FALSE,31,USA,India
-7654321054,-5553334443,203.0.113.170,198.51.100.64,02:10:47,100,inbound,completed,SIP,4.8,FALSE,52,UK,USA
-7712345634,-5554445554,203.0.113.117,198.51.100.116,02:11:52,547,inbound,completed,SIP,4.6,FALSE,42,UK,USA
-8123456698,-412345617,203.0.113.146,198.51.100.198,02:13:37,285,inbound,completed,SIP,3.5,FALSE,27,India,Australia
-5553334443,-412345617,203.0.113.207,198.51.100.150,02:15:40,564,inbound,completed,SIP,3.5,TRUE,62,USA,Australia
-5553334443,-423456728,203.0.113.8,198.51.100.128,02:18:15,593,inbound,failed,SIP,1.2,TRUE,63,USA,Australia
-412345617,-13987654235,203.0.113.99,198.51.100.99,02:20:11,228,inbound,failed,H.323,1.1,FALSE,91,Australia,China
-13987654235,-13812345592,203.0.113.73,198.51.100.253,02:21:11,493,inbound,dropped,SIP,1.8,FALSE,130,China,China
-13812345592,-5554445554,203.0.113.158,198.51.100.184,02:23:20,448,outbound,completed,IAX2,3.8,FALSE,115,China,USA
-423456728,-7712345634,203.0.113.54,198.51.100.239,02:24:45,488,outbound,completed,SIP,4.8,FALSE,96,Australia,UK
-9765432018,-412345617,203.0.113.189,198.51.100.47,02:26:13,38,outbound,completed,SIP,4.3,FALSE,28,India,Australia
-13987654235,-5553334443,203.0.113.229,198.51.100.71,02:28:12,426,inbound,completed,SIP,4.4,FALSE,131,China,USA
-13987654235,-9988776564,203.0.113.213,198.51.100.89,02:30:12,463,outbound,completed,IAX2,3.8,FALSE,132,China,India
-9012345587,-9876543119,203.0.113.49,198.51.100.43,02:30:43,308,inbound,completed,SIP,3,FALSE,16,India,India
-5559876542,-412345617,203.0.113.145,198.51.100.61,02:32:05,456,outbound,completed,SIP,5,FALSE,32,USA,Australia
-9876543119,-5554445554,203.0.113.36,198.51.100.246,02:34:03,91,inbound,dropped,IAX2,1,TRUE,61,India,USA
-8899552120,-13812345592,203.0.113.63,198.51.100.114,02:36:48,493,inbound,completed,SIP,3.3,FALSE,27,India,China
-412345617,-8899552120,203.0.113.87,198.51.100.18,02:37:42,259,outbound,completed,SIP,3.5,FALSE,94,Australia,India
-13987654235,-7744112142,203.0.113.108,198.51.100.233,02:39:34,19,inbound,completed,SIP,5,FALSE,133,China,India
-7896541186,-423456728,203.0.113.21,198.51.100.199,02:42:19,45,inbound,completed,H.323,3.9,FALSE,44,UK,Australia
-9012345587,-5559876542,203.0.113.94,198.51.100.152,02:43:12,372,inbound,failed,SIP,2.1,FALSE,17,India,USA
-7987654277,-423456728,203.0.113.96,198.51.100.173,02:44:18,246,inbound,completed,SIP,3.8,FALSE,43,UK,Australia
-7987654277,-8899552120,203.0.113.7,198.51.100.58,02:44:57,84,inbound,completed,SIP,4.5,FALSE,44,UK,India
-9123456698,-13812345592,203.0.113.160,198.51.100.229,02:46:10,126,outbound,dropped,SIP,1.4,FALSE,25,India,China
-412345617,-7712345634,203.0.113.192,198.51.100.144,02:49:02,397,inbound,completed,SIP,3.6,FALSE,95,Australia,UK
-5556667776,-5553334443,203.0.113.234,198.51.100.117,02:51:56,412,outbound,completed,H.323,3.8,FALSE,29,USA,USA
-5551234566,-13987654235,203.0.113.96,198.51.100.122,02:54:52,88,outbound,failed,SIP,1.7,TRUE,55,USA,China
-13812345592,-13987654235,203.0.113.136,198.51.100.176,02:57:16,587,outbound,completed,SIP,4.8,FALSE,118,China,China
-13987654235,-7896541186,203.0.113.212,198.51.100.85,02:57:58,418,inbound,completed,SIP,3.7,FALSE,136,China,UK
-13812345592,-7654321054,203.0.113.37,198.51.100.174,02:59:12,182,inbound,dropped,SIP,2.2,FALSE,119,China,UK
-7987654277,-412345617,203.0.113.72,198.51.100.54,03:01:41,526,outbound,completed,SIP,4.9,FALSE,45,UK,Australia
-5551112221,-9123456698,203.0.113.41,198.51.100.238,03:04:33,299,inbound,completed,SIP,4,FALSE,41,USA,India
-5551234566,-423456728,203.0.113.74,198.51.100.9,03:07:24,102,inbound,failed,H.323,1.9,TRUE,56,USA,Australia
-9876543119,-412345617,203.0.113.87,198.51.100.75,03:10:12,539,inbound,completed,IAX2,4.1,TRUE,62,India,Australia
-5551234566,-7654321054,203.0.113.21,198.51.100.15,03:10:58,522,inbound,dropped,IAX2,1.3,TRUE,57,USA,UK
-9765432018,-13812345592,203.0.113.21,198.51.100.148,03:12:25,565,outbound,completed,SIP,4.3,FALSE,29,India,China
-13812345592,-412345617,203.0.113.243,198.51.100.243,03:14:27,21,inbound,completed,SIP,4.8,FALSE,121,China,Australia
-5553334443,-5551112221,203.0.113.42,198.51.100.175,03:15:42,61,outbound,completed,SIP,3.1,TRUE,66,USA,USA
-13812345592,-7654321054,203.0.113.198,198.51.100.211,03:16:51,258,inbound,completed,SIP,3.7,FALSE,122,China,UK
-412345617,-5554445554,203.0.113.33,198.51.100.208,03:17:54,143,inbound,completed,SIP,3.9,FALSE,99,Australia,USA
-5551112221,-412345617,203.0.113.77,198.51.100.194,03:20:12,136,outbound,completed,SIP,4.7,FALSE,43,USA,Australia
-412345617,-5551234566,203.0.113.167,198.51.100.210,03:21:00,338,inbound,failed,SIP,1.1,FALSE,101,Australia,USA
-9988776564,-8899552120,203.0.113.99,198.51.100.56,03:21:43,18,outbound,completed,SIP,4.4,FALSE,32,India,India
-412345617,-13987654235,203.0.113.229,198.51.100.233,03:24:06,84,inbound,completed,H.323,4.2,FALSE,102,Australia,China
-412345617,-5556667776,203.0.113.227,198.51.100.227,03:26:22,370,inbound,completed,SIP,4.5,FALSE,103,Australia,USA
-9012345587,-5554445554,203.0.113.78,198.51.100.227,03:28:45,181,outbound,completed,SIP,4.1,FALSE,18,India,USA
-5559876542,-13987654235,203.0.113.52,198.51.100.112,03:31:07,135,outbound,completed,SIP,4.4,FALSE,34,USA,China
-8123456698,-423456728,203.0.113.132,198.51.100.168,03:33:20,200,inbound,completed,SIP,3.4,FALSE,28,India,Australia
-423456728,-9988776564,203.0.113.100,198.51.100.93,03:35:13,332,inbound,completed,SIP,4.8,FALSE,101,Australia,India
-5551234566,-5559876542,203.0.113.134,198.51.100.172,03:36:34,203,inbound,dropped,SIP,2.3,TRUE,59,USA,USA
-5553334443,-13812345592,203.0.113.6,198.51.100.235,03:37:33,268,outbound,dropped,SIP,2.3,TRUE,67,USA,China
-423456728,-13812345592,203.0.113.187,198.51.100.140,03:38:11,504,outbound,completed,SIP,3.7,FALSE,102,Australia,China
-412345617,-7654321054,203.0.113.228,198.51.100.129,03:39:04,265,inbound,completed,IAX2,4.7,FALSE,104,Australia,UK
-13987654235,-5553334443,203.0.113.102,198.51.100.166,03:41:20,336,outbound,completed,SIP,3.4,FALSE,139,China,USA
-13987654235,-9988776564,203.0.113.150,198.51.100.187,03:43:56,526,outbound,completed,SIP,4.1,FALSE,140,China,India
-412345617,-7987654277,203.0.113.80,198.51.100.135,03:46:56,503,inbound,completed,SIP,3.3,FALSE,105,Australia,UK
-5553334443,-13987654235,203.0.113.222,198.51.100.163,03:49:17,410,outbound,dropped,SIP,1.5,TRUE,69,USA,China
-13987654235,-7896541186,203.0.113.22,198.51.100.232,03:50:07,359,outbound,completed,SIP,4.6,FALSE,142,China,UK
-9765432018,-423456728,203.0.113.126,198.51.100.100,03:52:44,86,outbound,completed,IAX2,4.9,FALSE,30,India,Australia
-9123456698,-5554445554,203.0.113.190,198.51.100.151,03:54:32,56,inbound,completed,SIP,3.3,FALSE,27,India,USA
-5551234566,-7896541186,203.0.113.187,198.51.100.155,03:55:37,572,outbound,dropped,H.323,1.4,TRUE,60,USA,UK
-5551234566,-412345617,203.0.113.70,198.51.100.98,03:58:33,532,outbound,dropped,SIP,1.6,TRUE,61,USA,Australia
-412345617,-8123456698,203.0.113.254,198.51.100.58,03:59:22,394,outbound,completed,IAX2,4.7,FALSE,107,Australia,India
-13812345592,-412345617,203.0.113.150,198.51.100.130,03:59:55,255,inbound,completed,SIP,3.1,FALSE,125,China,Australia
-5551234566,-13812345592,203.0.113.157,198.51.100.191,04:00:52,251,outbound,dropped,IAX2,2.4,TRUE,62,USA,China
-13987654235,-423456728,203.0.113.207,198.51.100.201,04:03:46,123,inbound,completed,SIP,4.6,FALSE,143,China,Australia
-9123456698,-13987654235,203.0.113.71,198.51.100.130,04:05:28,105,inbound,completed,SIP,3.2,FALSE,28,India,China
-412345617,-13812345592,203.0.113.97,198.51.100.191,04:06:15,581,inbound,completed,SIP,4.8,FALSE,109,Australia,China
-423456728,-9876543119,203.0.113.208,198.51.100.234,04:07:12,576,outbound,completed,SIP,4.6,FALSE,105,Australia,India
-13987654235,-7654321054,203.0.113.241,198.51.100.176,04:08:34,442,inbound,completed,SIP,4.4,FALSE,145,China,UK
-9765432018,-5553334443,203.0.113.68,198.51.100.192,04:09:51,345,inbound,completed,SIP,4.4,FALSE,31,India,USA
-5559876542,-5551234566,203.0.113.31,198.51.100.101,04:10:26,136,inbound,completed,SIP,3.3,FALSE,36,USA,USA
-9988776564,-5556667776,203.0.113.72,198.51.100.51,04:11:48,548,inbound,completed,SIP,3.9,FALSE,35,India,USA
-5551112221,-13987654235,203.0.113.126,198.51.100.71,04:14:43,72,outbound,failed,SIP,1.6,FALSE,44,USA,China
-423456728,-5553334443,203.0.113.137,198.51.100.135,04:16:00,114,outbound,completed,SIP,3.6,FALSE,106,Australia,USA
-13812345592,-5554445554,203.0.113.241,198.51.100.49,04:17:42,230,outbound,dropped,H.323,1.5,FALSE,128,China,USA
-412345617,-5553334443,203.0.113.228,198.51.100.230,04:18:50,587,outbound,completed,SIP,3.9,FALSE,110,Australia,USA
-423456728,-412345617,203.0.113.142,198.51.100.136,04:19:55,442,outbound,completed,SIP,4.8,FALSE,107,Australia,Australia
-8123456698,-13987654235,203.0.113.167,198.51.100.119,04:22:22,253,inbound,dropped,SIP,1.2,FALSE,30,India,China
-412345617,-423456728,203.0.113.119,198.51.100.224,04:23:15,198,outbound,dropped,SIP,2,FALSE,112,Australia,Australia
-5551234566,-7654321054,203.0.113.53,198.51.100.141,04:25:42,117,inbound,completed,SIP,3.6,TRUE,64,USA,UK
-5551234566,-13812345592,203.0.113.9,198.51.100.66,04:28:11,548,inbound,completed,SIP,4.9,TRUE,65,USA,China
-7896541186,-7987654277,203.0.113.7,198.51.100.113,04:29:43,440,inbound,completed,SIP,4.9,FALSE,48,UK,UK
-5551112221,-13987654235,203.0.113.176,198.51.100.227,04:32:39,417,outbound,completed,SIP,3,FALSE,45,USA,China
-412345617,-5553334443,203.0.113.200,198.51.100.70,04:35:13,164,inbound,completed,SIP,3.7,FALSE,113,Australia,USA
-13987654235,-412345617,203.0.113.47,198.51.100.36,04:37:55,248,outbound,completed,SIP,3.5,FALSE,149,China,Australia
-423456728,-13987654235,203.0.113.188,198.51.100.22,04:38:46,195,inbound,completed,SIP,4.4,FALSE,109,Australia,China
-7712345634,-9876543119,203.0.113.186,198.51.100.57,04:41:44,24,outbound,completed,SIP,4.6,FALSE,45,UK,India
-5553334443,-412345617,203.0.113.211,198.51.100.33,04:42:40,245,outbound,failed,IAX2,1.1,TRUE,74,USA,Australia
-7654321054,-5554445554,203.0.113.163,198.51.100.69,04:43:57,441,inbound,failed,SIP,2.2,FALSE,59,UK,USA
-423456728,-9123456698,203.0.113.36,198.51.100.200,04:44:31,134,outbound,completed,SIP,4.6,FALSE,110,Australia,India
-5551112221,-7896541186,203.0.113.7,198.51.100.127,04:46:13,22,outbound,completed,SIP,3.6,FALSE,46,USA,UK
-13987654235,-5553334443,203.0.113.215,198.51.100.183,04:48:01,233,inbound,completed,SIP,4.8,FALSE,151,China,USA
-7654321054,-5551234566,203.0.113.161,198.51.100.201,04:49:24,199,outbound,completed,SIP,3.7,FALSE,60,UK,USA
-13812345592,-9988776564,203.0.113.161,198.51.100.133,04:52:05,211,inbound,completed,SIP,4.8,FALSE,130,China,India
-8123456698,-9123456698,203.0.113.215,198.51.100.97,04:53:59,409,inbound,completed,SIP,4,FALSE,31,India,India
-9876543119,-7654321054,203.0.113.92,198.51.100.253,04:55:50,332,outbound,failed,SIP,1.3,TRUE,65,India,UK
-9765432018,-9988776564,203.0.113.202,198.51.100.145,04:57:26,70,outbound,completed,SIP,4.5,FALSE,32,India,India
-5553334443,-9988776564,203.0.113.195,198.51.100.156,05:00:17,328,inbound,dropped,SIP,1.1,TRUE,76,USA,India
-13987654235,-7654321054,203.0.113.27,198.51.100.3,05:02:50,341,inbound,completed,SIP,4.9,FALSE,152,China,UK
-5556667776,-8123456698,203.0.113.51,198.51.100.10,05:05:19,319,outbound,completed,IAX2,3.6,FALSE,32,USA,India
-7654321054,-9012345587,203.0.113.246,198.51.100.112,05:06:43,537,outbound,completed,SIP,3.8,FALSE,63,UK,India
